date,value,change
2020-09-11,23603.19,
2020-09-18,23573.61,-29.57999999999811
2020-09-25,23403.61,-170.0
2020-10-02,23549.46,145.84999999999854
2020-10-09,23435.83,-113.62999999999738
2020-10-16,23366.63,-69.20000000000073
2020-10-23,23388.78,22.149999999997817
2020-10-30,23404.45,15.670000000001892
2020-11-06,23372.28,-32.17000000000189
2020-11-13,23908.68,536.4000000000015
2020-11-20,24197.55,288.869999999999
2020-11-27,24276.23,78.68000000000029
2020-12-04,24395.44,119.20999999999913
2020-12-11,25209.34,813.9000000000015
2020-12-18,25307.29,97.95000000000073
2020-12-25,24845.61,-461.6800000000003
2021-01-01,24982.58,136.97000000000116
2021-01-08,25090.87,108.28999999999724
2021-01-15,25474.23,383.3600000000006
2021-01-22,25958.39,484.15999999999985
2021-01-29,26046.53,88.13999999999942
2021-02-05,26752.42,705.8899999999994
2021-02-12,26339.44,-412.97999999999956
2021-02-19,26428.56,89.12000000000262
2021-02-26,26268.83,-159.72999999999956
2021-03-05,26137.99,-130.84000000000015
2021-03-12,25678.44,-459.5500000000029
2021-03-19,25682.65,4.210000000002765
2021-03-26,24898.93,-783.7200000000012
2021-04-02,24983.02,84.09000000000015
2021-04-09,25118.0,134.97999999999956
2021-04-16,24921.15,-196.84999999999854
2021-04-23,24620.2,-300.9500000000007
2021-04-30,24226.51,-393.6900000000023
2021-05-07,23693.49,-533.0199999999968
2021-05-14,23789.66,96.16999999999825
2021-05-21,23589.67,-199.9900000000016
2021-05-28,23588.55,-1.1199999999989814
2021-06-04,23437.08,-151.46999999999753
2021-06-11,23458.55,21.469999999997526
2021-06-18,23459.43,0.8800000000010186
2021-06-25,23550.82,91.38999999999942
2021-07-02,23985.67,434.84999999999854
2021-07-09,23867.11,-118.55999999999767
2021-07-16,23573.05,-294.0600000000013
2021-07-23,23587.8,14.75
2021-07-30,23550.6,-37.20000000000073
2021-08-06,23530.13,-20.469999999997526
2021-08-13,23455.08,-75.04999999999927
2021-08-20,23388.75,-66.33000000000175
2021-08-27,23380.09,-8.659999999999854
2021-09-03,23391.84,11.75
2021-09-10,23256.67,-135.1700000000019
2021-09-17,23518.15,261.4800000000032
2021-09-24,22904.37,-613.7800000000025
2021-10-01,22690.53,-213.84000000000015
2021-10-08,22263.58,-426.9499999999971
2021-10-15,22151.51,-112.07000000000335
2021-10-22,21873.11,-278.3999999999978
2021-10-29,21517.18,-355.9300000000003
2021-11-05,21081.01,-436.1700000000019
2021-11-12,20969.84,-111.16999999999825
2021-11-19,20803.74,-166.09999999999854
2021-11-26,20302.25,-501.4900000000016
2021-12-03,19978.59,-323.65999999999985
2021-12-10,19871.64,-106.95000000000073
2021-12-17,19622.93,-248.70999999999913
2021-12-24,19585.58,-37.349999999998545
2021-12-31,19399.86,-185.72000000000116
2022-01-07,19364.41,-35.45000000000073
2022-01-14,19252.83,-111.57999999999811
2022-01-21,19141.43,-111.40000000000146
2022-01-28,19108.35,-33.080000000001746
2022-02-04,19113.62,5.270000000000437
2022-02-11,19180.46,66.84000000000015
2022-02-18,19091.03,-89.43000000000029
2022-02-25,18582.5,-508.52999999999884
2022-03-04,18315.33,-267.16999999999825
2022-03-11,18015.34,-299.9900000000016
2022-03-18,17825.44,-189.90000000000146
2022-03-25,17741.06,-84.37999999999738
2022-04-01,17586.0,-155.0600000000013
2022-04-08,17490.23,-95.77000000000044
2022-04-15,17431.22,-59.0099999999984
2022-04-22,17047.22,-384.0
2022-04-29,16998.13,-49.090000000000146
2022-05-06,16647.18,-350.9500000000007
2022-05-13,16352.1,-295.0799999999999
2022-05-20,15548.53,-803.5699999999997
2022-05-27,15512.3,-36.23000000000138
2022-06-03,15215.09,-297.2099999999991
2022-06-10,14862.3,-352.7900000000009
2022-06-17,14655.89,-206.40999999999985
2022-06-24,14756.55,100.65999999999985
2022-07-01,14702.61,-53.93999999999869
2022-07-08,14579.98,-122.63000000000102
2022-07-15,14429.66,-150.3199999999997
2022-07-22,14451.5,21.840000000000146
2022-07-29,14457.3,5.799999999999272
2022-08-05,14548.71,91.40999999999985
2022-08-12,14655.36,106.65000000000146
2022-08-19,14537.34,-118.02000000000044
2022-08-26,14490.32,-47.02000000000044
2022-09-02,14492.99,2.6700000000000728
2022-09-09,14516.21,23.219999999999345
2022-09-16,13916.09,-600.119999999999
2022-09-23,13637.64,-278.4500000000007
2022-09-30,13476.95,-160.6899999999987
2022-10-07,13497.85,20.899999999999636
2022-10-14,13413.98,-83.8700000000008
2022-10-21,13446.33,32.350000000000364
2022-10-28,12831.69,-614.6399999999994
2022-11-04,12449.64,-382.0500000000011
2022-11-11,12611.07,161.4300000000003
2022-11-18,12588.96,-22.110000000000582
2022-11-25,12645.9,56.94000000000051
2022-12-02,12827.72,181.8199999999997
2022-12-09,12214.76,-612.9599999999991
2022-12-16,12476.46,261.6999999999989
2022-12-23,12429.54,-46.919999999998254
2022-12-30,12407.05,-22.4900000000016
