date,value,change
2025-10-31,242.79,361.26
2025-11-07,35.67,-207.12
2025-11-14,-158.82,-194.49
2025-11-21,71.87,230.69
2025-11-28,-9.21,-81.08000000000001
2025-12-05,154.3,163.51000000000002
2025-12-12,26.3,-128.0
2025-12-19,354.47,328.17
2025-12-26,283.78,-70.69000000000005
2026-01-02,102.27,-181.51
2026-01-09,237.55,135.28000000000003
2026-01-16,196.92,-40.630000000000024
2026-01-23,490.58,293.65999999999997
2026-01-30,455.04,-35.539999999999964
2026-02-06,134.27,-320.77
2026-02-13,322.18,187.91
2026-02-20,409.96,87.77999999999997
2026-02-27,65.26,-344.7
2026-03-06,-755.55,-820.81
2026-03-13,-321.81,433.73999999999995
2026-03-20,-137.63,184.18
2026-03-27,137.12,274.75
2026-04-03,-217.8,-354.92
2026-04-10,430.29,648.09
2026-04-17,579.4,149.10999999999996
2026-04-24,327.16,-252.23999999999995
2026-05-01,-228.36,-555.52
2026-05-08,214.48,442.84000000000003
2026-05-15,-284.62,-499.1
2026-05-22,-293.11,-8.490000000000009
2026-05-29,-91.09,202.02
2026-06-05,-856.88,-765.79
2026-06-12,-117.77,739.11
2026-06-19,465.73,583.5
2026-06-26,203.27,-262.46000000000004
