date,value,change
2020-09-11,5183.83,
2020-09-18,5052.84,-130.98999999999978
2020-09-25,4922.47,-130.3699999999999
2020-10-02,5414.43,491.96000000000004
2020-10-09,5081.5,-332.9300000000003
2020-10-16,5029.5,-52.0
2020-10-23,5148.22,118.72000000000025
2020-10-30,4853.13,-295.09000000000015
2020-11-06,4656.55,-196.57999999999993
2020-11-13,5396.0,739.4499999999998
2020-11-20,5761.42,365.4200000000001
2020-11-27,5780.5,19.079999999999927
2020-12-04,5903.81,123.3100000000004
2020-12-11,5963.7,59.88999999999942
2020-12-18,6121.93,158.23000000000047
2020-12-25,6399.33,277.39999999999964
2021-01-01,6558.28,158.94999999999982
2021-01-08,7256.56,698.2800000000007
2021-01-15,7118.27,-138.28999999999996
2021-01-22,7137.54,19.269999999999527
2021-01-29,7605.63,468.09000000000015
2021-02-05,8047.96,442.3299999999999
2021-02-12,8267.26,219.30000000000018
2021-02-19,8453.3,186.03999999999905
2021-02-26,8280.33,-172.96999999999935
2021-03-05,7834.93,-445.39999999999964
2021-03-12,7599.57,-235.36000000000058
2021-03-19,7992.4,392.8299999999999
2021-03-26,5809.96,-2182.4399999999996
2021-04-02,5538.47,-271.4899999999998
2021-04-09,5629.41,90.9399999999996
2021-04-16,5765.03,135.6199999999999
2021-04-23,5690.11,-74.92000000000007
2021-04-30,5705.4,15.289999999999964
2021-05-07,5671.68,-33.719999999999345
2021-05-14,5672.5,0.819999999999709
2021-05-21,5804.71,132.21000000000004
2021-05-28,5603.86,-200.85000000000036
2021-06-04,5407.9,-195.96000000000004
2021-06-11,5625.25,217.35000000000036
2021-06-18,5701.4,76.14999999999964
2021-06-25,5910.29,208.89000000000033
2021-07-02,6020.48,110.1899999999996
2021-07-09,6013.45,-7.029999999999745
2021-07-16,6173.28,159.82999999999993
2021-07-23,6246.8,73.52000000000044
2021-07-30,6546.54,299.7399999999998
2021-08-06,6688.3,141.76000000000022
2021-08-13,6616.28,-72.02000000000044
2021-08-20,6812.47,196.1900000000005
2021-08-27,7058.79,246.3199999999997
2021-09-03,7203.56,144.77000000000044
2021-09-10,7334.0,130.4399999999996
2021-09-17,7387.95,53.94999999999982
2021-09-24,6755.75,-632.1999999999998
2021-10-01,6283.86,-471.8900000000003
2021-10-08,6240.0,-43.85999999999967
2021-10-15,5827.77,-412.22999999999956
2021-10-22,5637.0,-190.77000000000044
2021-10-29,5471.98,-165.02000000000044
2021-11-05,5464.55,-7.4299999999993815
2021-11-12,5449.81,-14.739999999999782
2021-11-19,4974.06,-475.75
2021-11-26,4174.87,-799.1900000000005
2021-12-03,3748.72,-426.1500000000001
2021-12-10,3608.66,-140.05999999999995
2021-12-17,3121.91,-486.75
2021-12-24,3942.26,820.3500000000004
2021-12-31,3482.55,-459.71000000000004
2022-01-07,3297.47,-185.08000000000038
2022-01-14,3266.58,-30.889999999999873
2022-01-21,3386.95,120.36999999999989
2022-01-28,3417.25,30.300000000000182
2022-02-04,3484.26,67.01000000000022
2022-02-11,3573.84,89.57999999999993
2022-02-18,3351.04,-222.80000000000018
2022-02-25,2707.85,-643.19
2022-03-04,2535.08,-172.76999999999998
2022-03-11,2283.92,-251.15999999999985
2022-03-18,2271.73,-12.190000000000055
2022-03-25,2102.89,-168.84000000000015
2022-04-01,2325.11,222.22000000000025
2022-04-08,2235.61,-89.5
2022-04-15,2362.82,127.21000000000004
2022-04-22,2394.85,32.029999999999745
2022-04-29,2420.03,25.18000000000029
2022-05-06,2321.13,-98.90000000000009
2022-05-13,1834.11,-487.0200000000002
2022-05-20,1749.79,-84.31999999999994
2022-05-27,1645.76,-104.02999999999997
2022-06-03,1719.62,73.8599999999999
2022-06-10,1495.21,-224.40999999999985
2022-06-17,1440.78,-54.430000000000064
2022-06-24,1381.54,-59.24000000000001
2022-07-01,1456.02,74.48000000000002
2022-07-08,1342.75,-113.26999999999998
2022-07-15,1293.75,-49.0
2022-07-22,1327.66,33.91000000000008
2022-07-29,1283.2,-44.460000000000036
2022-08-05,1301.2,18.0
2022-08-12,1329.53,28.329999999999927
2022-08-19,1344.49,14.960000000000036
2022-08-26,1409.85,65.3599999999999
2022-09-02,1356.1,-53.75
2022-09-09,1380.53,24.430000000000064
2022-09-16,1337.89,-42.63999999999987
2022-09-23,1364.68,26.789999999999964
2022-09-30,1337.11,-27.570000000000164
2022-10-07,1253.06,-84.04999999999995
2022-10-14,1211.04,-42.01999999999998
2022-10-21,1242.04,31.0
2022-10-28,1246.04,4.0
2022-11-04,1246.65,0.6100000000001273
