date,value,change
2023-06-30,35933.61,188.29000000000087
2023-07-07,35569.09,-364.5200000000041
2023-07-14,36869.68,1300.5900000000038
2023-07-21,37116.24,246.55999999999767
2023-07-28,37784.3,668.060000000005
2023-08-04,38359.28,574.9799999999959
2023-08-11,38264.59,-94.69000000000233
2023-08-18,37461.39,-803.1999999999971
2023-08-25,37964.44,503.0500000000029
2023-09-01,37864.95,-99.49000000000524
2023-09-08,37712.56,-152.38999999999942
2023-09-15,37379.14,-333.41999999999825
2023-09-22,37463.2,84.05999999999767
2023-09-29,37190.34,-272.8600000000006
2023-10-06,36515.53,-674.8099999999977
2023-10-13,36628.55,113.02000000000407
2023-10-20,36014.34,-614.2100000000064
2023-10-27,36037.32,22.9800000000032
2023-11-03,36479.29,441.97000000000116
2023-11-10,36554.83,75.54000000000087
2023-11-17,39346.3,2791.470000000001
2023-11-24,39430.74,84.43999999999505
2023-12-01,39889.18,458.4400000000023
2023-12-08,40748.44,859.260000000002
2023-12-15,42357.67,1609.229999999996
2023-12-22,42798.91,441.24000000000524
2023-12-29,42572.36,-226.5500000000029
2024-01-05,41874.83,-697.5299999999988
2024-01-12,41983.05,108.22000000000116
2024-01-19,41726.18,-256.8700000000026
2024-01-26,41690.78,-35.400000000001455
2024-02-02,40952.75,-738.0299999999988
2024-02-09,41218.51,265.76000000000204
2024-02-16,42934.4,1715.8899999999994
2024-02-23,42813.67,-120.7300000000032
2024-03-01,42230.2,-583.4700000000012
2024-03-08,42464.06,233.86000000000058
2024-03-15,41484.17,-979.8899999999994
2024-03-22,42491.79,1007.6200000000026
2024-03-29,42420.52,-71.27000000000407
2024-04-05,42735.86,315.3400000000038
2024-04-12,42709.24,-26.62000000000262
2024-04-19,41694.67,-1014.5699999999997
2024-04-26,41721.71,27.040000000000873
2024-05-03,42045.22,323.51000000000204
2024-05-10,42300.22,255.0
2024-05-17,42667.92,367.6999999999971
2024-05-24,42656.83,-11.089999999996508
2024-05-31,42791.17,134.3399999999965
2024-06-07,43613.84,822.6699999999983
2024-06-14,44149.91,536.070000000007
2024-06-21,44022.4,-127.51000000000204
2024-06-28,43835.15,-187.25
2024-07-05,43470.89,-364.26000000000204
2024-07-12,43633.07,162.1800000000003
2024-07-19,44690.61,1057.5400000000009
2024-07-26,44579.23,-111.37999999999738
2024-08-02,44639.31,60.07999999999447
2024-08-09,44603.5,-35.80999999999767
2024-08-16,44025.28,-578.2200000000012
2024-08-23,44045.3,20.020000000004075
2024-08-30,43909.33,-135.97000000000116
2024-09-06,43785.95,-123.38000000000466
2024-09-13,43822.69,36.74000000000524
2024-09-20,44409.07,586.3799999999974
2024-09-27,43595.11,-813.9599999999991
2024-10-04,44707.11,1112.0
2024-10-11,43894.11,-813.0
2024-10-18,43826.97,-67.13999999999942
2024-10-25,43334.14,-492.83000000000175
2024-11-01,42913.12,-421.0199999999968
2024-11-08,43131.26,218.13999999999942
2024-11-15,42324.96,-806.3000000000029
2024-11-22,42022.69,-302.2699999999968
2024-11-29,43815.38,1792.689999999995
2024-12-06,43821.11,5.730000000003201
2024-12-13,43910.64,89.52999999999884
2024-12-20,42843.79,-1066.8499999999985
2024-12-27,42923.32,79.52999999999884
2025-01-03,42819.93,-103.38999999999942
2025-01-10,42514.04,-305.8899999999994
2025-01-17,42353.09,-160.95000000000437
2025-01-24,42756.31,403.22000000000116
2025-01-31,42881.29,124.9800000000032
2025-02-07,42417.72,-463.5699999999997
2025-02-14,44469.15,2051.4300000000003
2025-02-21,44321.28,-147.87000000000262
2025-02-28,44483.58,162.3000000000029
2025-03-07,44587.29,103.70999999999913
2025-03-14,43814.62,-772.6699999999983
2025-03-21,42854.67,-959.9500000000044
2025-03-28,42606.73,-247.93999999999505
2025-04-04,41910.39,-696.3400000000038
2025-04-11,40028.42,-1881.9700000000012
2025-04-18,40657.76,629.3400000000038
2025-04-25,40416.28,-241.4800000000032
2025-05-02,40197.88,-218.40000000000146
2025-05-09,40137.54,-60.33999999999651
2025-05-16,40101.96,-35.580000000001746
2025-05-23,39715.59,-386.3700000000026
2025-05-30,41149.74,1434.1500000000015
2025-06-06,41491.21,341.47000000000116
2025-06-13,41292.15,-199.05999999999767
2025-06-20,40913.89,-378.26000000000204
2025-06-27,41482.93,569.0400000000009
